0.04,20
0.05,3.46
0.1,3.50625
0.5,3.737083333
1,6.872083333
1.5,9.96
2,9.047916667
2.5,8.135833334
3,5.470833333
3.5,4.528
4,4.585166667
4.5,4.642333334
5,4.80375
5.5,4.58
6,4.9
6.5,4.92
7,4.99625
7.5,5.0125
8,5.0925
8.5,5.1
9,5.18875
9.5,5.2
10,5.335833333
10.5,5.35
11,5.375
11.5,5.4
12,5.414166667
12.5,5.43
13,5.453333334
13.5,5.46
14,5.492500001
14.5,5.51
15,5.531666668
15.5,5.55
16,5.570833335
16.5,5.59
17,5.610000002
17.5,5.63
18,5.649166669
18.5,5.66
19,5.688333336
19.5,5.7
20,5.735
