0.4,28.42291667
0.5,23.03375
0.6,19.37416667
0.7,16.9125
0.8,14.91666667
1,12.255
1.5,8.6625
2,6.6
2.5,5.602083333
3,4.80375
3.5,4
4,3.805833333
4.5,3.5
5,3.07375
5.5,2.8
6,2.674583333
6.5,2.5
7,2.475
7.5,2.3
8,2.144583333
8.5,2
9,1.885833333
9.5,1.7
10,1.670416667
10.5,1.64
11,1.609583333
11.5,1.579166666
12,1.548749999
12.5,1.518333332
13,1.487916665
13.5,1.457499998
14,1.427083331
14.5,1.396666664
15,1.36875
15.5,1.35
16,1.33125
16.5,1.3125
17,1.29375
17.5,1.275
18,1.25625
18.5,1.2375
19,1.21875
19.5,1.2
20,1.1975
