0,20
0.01,9.205833333
0.05,9.000416667
0.1,9.499166667
0.5,9.39875
1,8.0475
1.58,7.977083333
2,5.8
2.58,3.755
3,3.745833333
3.5,3.745833333
4,3.736666667
4.5,3.736666667
5,3.7275
5.5,3.7275
6,3.718333333
6.5,3.718333333
7,3.709166667
7.5,3.709166667
8,3.7
8.5,3.7
9,3.690833333
9.5,3.690833333
10,3.672916667
10.5,3.672916667
11,3.655
11.5,3.655
12,3.637083333
12.5,3.637083333
13,3.619166667
13.5,3.619166667
14,3.60125
14.5,3.60125
15,3.583333333
15.5,3.583333333
16,3.565416667
16.5,3.565416667
17,3.5475
17.5,3.5475
18,3.529583333
18.5,3.529583333
19,3.51
19.5,3.51
20,3.48
