0,20
0.01,6.892083333
0.05,7.902916667
0.1,8.795416667
0.2,9.86
0.3,10.59208333
0.5,11.32375
1,12.12208333
1.5,12.22
2,12.46291667
2.5,12.47
3,12.47708333
3.5,12.48416666
4,12.49124999
4.5,12.49833332
5,13.05375
5.5,13.061
6,13.06825
6.5,13.0755
7,13.08275
7.5,13.09
8,13.09725
8.5,13.1045
9,13.11175
9.5,13.119
10,13.13208333
10.5,13.136
11,13.13991667
11.5,13.14383334
12,13.14775001
12.5,13.15166668
13,13.15558335
13.5,13.15950002
14,13.16341669
14.5,13.16733336
15,13.17125003
15.5,13.1751667
16,13.17908337
16.5,13.18300004
17,13.18691671
17.5,13.19083338
18,13.19475005
18.5,13.19866672
19,13.20258339
19.5,13.20650006
20,13.21958333
