0.1,1.809583333
0.2,2.275833333
0.3,2.807916667
0.4,3.206666667
0.5,3.805833333
0.6,4.337916667
1,6.00125
1.5,8
2,9.194583333
2.5,10
3,11.32375
3.5,12
4,12.72125
4.5,13
5,13.78416667
5.5,14
6,14.45083333
6.5,14.68
7,14.90916667
7.5,15.13833334
8,15.36750001
8.5,15.59666668
9,15.82583335
9.5,16.05500002
10,16.24708333
10.5,16.33
11,16.41291667
11.5,16.49583334
12,16.57875001
12.5,16.66166668
13,16.74458335
13.5,16.82750002
14,16.91041669
14.5,16.99333336
15,17.07625003
15.5,17.1591667
16,17.24208337
16.5,17.32500004
17,17.40791671
17.5,17.49083338
18,17.57375005
18.5,17.65666672
19,17.71083333
19.5,18
20,18.5
